,vector,stance,ID
429,[[0. 0. 0. ... 0. 0. 0.]],unrelated,347
430,[[0. 0. 0. ... 0. 0. 0.]],agree,348
431,[[0. 0. 0. ... 0. 0. 0.]],agree,348
432,[[0. 0. 0. ... 0. 0. 0.]],discuss,349
433,[[0. 0. 0. ... 0. 0. 0.]],discuss,349
434,[[0. 0. 0. ... 0. 0. 0.]],discuss,350
435,[[0. 0. 0. ... 0. 0. 0.]],unrelated,350
436,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],discuss,352
437,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],discuss,352
438,[[0. 0. 0. ... 0. 0. 0.]],agree,355
439,[[0. 0. 0. ... 0. 0. 0.]],agree,355
440,[[0. 0. 0. ... 0. 0. 0.]],discuss,357
441,[[0. 0. 0. ... 0. 0. 0.]],discuss,357
442,[[0. 0. 0. ... 0. 0. 0.]],unrelated,359
443,[[0. 0. 0. ... 0. 0. 0.]],unrelated,359
444,[[0. 0. 0. ... 0. 0. 0.]],agree,362
445,[[0. 0. 0. ... 0. 0. 0.]],agree,362
446,[[0. 0. 0. ... 0. 0. 0.]],agree,364
447,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],agree,364
448,[[0.40824829 0.         0.         ... 0.         0.         0.        ]],unrelated,365
449,[[0.35355339 0.35355339 0.         ... 0.         0.         0.        ]],unrelated,365
450,[[0. 0. 0. ... 0. 0. 0.]],unrelated,366
451,[[0. 0. 0. ... 0. 0. 0.]],discuss,366
452,[[0. 0. 0. ... 0. 0. 0.]],unrelated,367
453,[[0. 0. 0. ... 0. 0. 0.]],unrelated,367
454,[[0.         0.         0.35355339 ... 0.         0.         0.        ]],discuss,368
455,[[0. 0. 0. ... 0. 0. 0.]],unrelated,368
456,[[0. 0. 0. ... 0. 0. 0.]],discuss,370
457,[[0. 0. 0. ... 0. 0. 0.]],discuss,370
458,[[0. 0. 0. ... 0. 0. 0.]],discuss,371
459,[[0.         0.31622777 0.         ... 0.         0.         0.        ]],discuss,371
460,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],discuss,372
461,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],discuss,372
462,[[0. 0. 0. ... 0. 0. 0.]],unrelated,373
463,[[0. 0. 0. ... 0. 0. 0.]],unrelated,373
464,[[0. 0. 0. ... 0. 0. 0.]],agree,374
465,[[0.         0.         0.30151134 ... 0.         0.         0.        ]],agree,374
466,[[0. 0. 0. ... 0. 0. 0.]],discuss,375
467,[[0. 0. 0. ... 0. 0. 0.]],discuss,375
468,[[0. 0. 0. ... 0. 0. 0.]],discuss,376
469,[[0. 0. 0. ... 0. 0. 0.]],discuss,376
470,[[0. 0. 0. ... 0. 0. 0.]],unrelated,377
471,[[0. 0. 0. ... 0. 0. 0.]],unrelated,377
472,[[0. 0. 0. ... 0. 0. 0.]],discuss,379
473,[[0. 0. 0. ... 0. 0. 0.]],discuss,379
474,[[0. 0. 0. ... 0. 0. 0.]],unrelated,381
475,[[0. 0. 0. ... 0. 0. 0.]],unrelated,381
476,[[0. 0. 0. ... 0. 0. 0.]],unrelated,382
477,[[0.35355339 0.35355339 0.         ... 0.         0.         0.        ]],unrelated,382
478,[[0. 0. 0. ... 0. 0. 0.]],agree,383
479,[[0. 0. 0. ... 0. 0. 0.]],agree,383
480,[[0. 0. 0. ... 0. 0. 0.]],discuss,384
481,[[0. 0. 0. ... 0. 0. 0.]],discuss,384
482,[[0. 0. 0. ... 0. 0. 0.]],unrelated,385
483,[[0.         0.33333333 0.         ... 0.         0.         0.        ]],unrelated,385
484,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],discuss,386
485,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],discuss,386
486,[[0. 0. 0. ... 0. 0. 0.]],unrelated,387
487,[[0. 0. 0. ... 0. 0. 0.]],unrelated,387
488,[[0. 0. 0. ... 0. 0. 0.]],unrelated,388
489,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,388
490,[[0. 0. 0. ... 0. 0. 0.]],discuss,390
491,[[0. 0. 0. ... 0. 0. 0.]],discuss,390
492,[[0. 0. 0. ... 0. 0. 0.]],unrelated,391
493,[[0. 0. 0. ... 0. 0. 0.]],unrelated,391
494,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,394
495,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],discuss,394
496,[[0. 0. 0. ... 0. 0. 0.]],agree,395
497,[[0. 0. 0. ... 0. 0. 0.]],discuss,395
498,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],unrelated,396
499,[[0. 0. 0. ... 0. 0. 0.]],unrelated,396
500,[[0. 0. 0. ... 0. 0. 0.]],agree,397
501,[[0. 0. 0. ... 0. 0. 0.]],agree,397
502,[[0. 0. 0. ... 0. 0. 0.]],discuss,398
503,[[0. 0. 0. ... 0. 0. 0.]],unrelated,398
504,[[0. 0. 0. ... 0. 0. 0.]],unrelated,399
505,[[0. 0. 0. ... 0. 0. 0.]],unrelated,399
506,[[0. 0. 0. ... 0. 0. 0.]],unrelated,401
507,[[0. 0. 0. ... 0. 0. 0.]],unrelated,401
508,[[0.         0.         0.33333333 ... 0.         0.         0.        ]],unrelated,402
509,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],unrelated,402
510,[[0. 0. 0. ... 0. 0. 0.]],unrelated,403
511,[[0.        0.        0.2773501 ... 0.        0.        0.       ]],unrelated,403
512,[[0. 0. 0. ... 0. 0. 0.]],unrelated,404
513,[[0.40824829 0.         0.         ... 0.         0.         0.        ]],unrelated,404
514,[[0. 0. 0. ... 0. 0. 0.]],unrelated,405
515,[[0. 0. 0. ... 0. 0. 0.]],unrelated,405
516,[[0. 0. 0. ... 0. 0. 0.]],discuss,406
517,[[0. 0. 0. ... 0. 0. 0.]],discuss,406
518,[[0. 0. 0. ... 0. 0. 0.]],discuss,407
519,[[0. 0. 0. ... 0. 0. 0.]],discuss,407
520,[[0. 0. 0. ... 0. 0. 0.]],unrelated,409
521,[[0. 0. 0. ... 0. 0. 0.]],unrelated,409
522,[[0. 0. 0. ... 0. 0. 0.]],agree,410
523,[[0. 0. 0. ... 0. 0. 0.]],disagree,410
524,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],unrelated,413
525,[[0. 0. 0. ... 0. 0. 0.]],unrelated,413
526,[[0. 0. 0. ... 0. 0. 0.]],discuss,414
527,[[0.         0.         0.31622777 ... 0.         0.         0.        ]],unrelated,414
528,[[0. 0. 0. ... 0. 0. 0.]],discuss,416
529,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,416
530,[[0. 0. 0. ... 0. 0. 0.]],agree,417
531,[[0.         0.40824829 0.         ... 0.         0.         0.        ]],agree,417
532,[[0. 0. 0. ... 0. 0. 0.]],discuss,418
533,[[0. 0. 0. ... 0. 0. 0.]],discuss,418
534,[[0. 0. 0. ... 0. 0. 0.]],unrelated,419
535,[[0. 0. 0. ... 0. 0. 0.]],unrelated,419
536,[[0.         0.33333333 0.         ... 0.         0.         0.        ]],discuss,423
537,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],discuss,423
538,[[0. 0. 0. ... 0. 0. 0.]],unrelated,424
539,[[0. 0. 0. ... 0. 0. 0.]],unrelated,424
540,[[0. 0. 0. ... 0. 0. 0.]],unrelated,425
541,[[0. 0. 0. ... 0. 0. 0.]],unrelated,425
542,[[0. 0. 0. ... 0. 0. 0.]],agree,427
543,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],discuss,427
544,[[0. 0. 0. ... 0. 0. 0.]],unrelated,428
545,[[0. 0. 0. ... 0. 0. 0.]],unrelated,428
546,[[0. 0. 0. ... 0. 0. 0.]],unrelated,431
547,[[0. 0. 0. ... 0. 0. 0.]],unrelated,431
548,[[0. 0. 0. ... 0. 0. 0.]],agree,432
549,[[0. 0. 0. ... 0. 0. 0.]],agree,432
550,[[0. 0. 0. ... 0. 0. 0.]],discuss,433
551,[[0. 0. 0. ... 0. 0. 0.]],discuss,433
552,[[0. 0. 0. ... 0. 0. 0.]],unrelated,438
553,[[0. 0. 0. ... 0. 0. 0.]],agree,438
554,[[0. 0. 0. ... 0. 0. 0.]],discuss,440
555,[[0. 0. 0. ... 0. 0. 0.]],discuss,440
556,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],unrelated,442
557,[[0. 0. 0. ... 0. 0. 0.]],unrelated,442
558,[[0. 0. 0. ... 0. 0. 0.]],discuss,443
559,[[0. 0. 0. ... 0. 0. 0.]],discuss,443
560,[[0. 0. 0. ... 0. 0. 0.]],unrelated,444
561,[[0. 0. 0. ... 0. 0. 0.]],unrelated,444
562,[[0. 0. 0. ... 0. 0. 0.]],disagree,445
563,[[0. 0. 0. ... 0. 0. 0.]],discuss,445
564,[[0. 0. 0. ... 0. 0. 0.]],discuss,446
565,[[0. 0. 0. ... 0. 0. 0.]],discuss,446
566,[[0.         0.         0.30151134 ... 0.         0.         0.        ]],discuss,447
567,[[0. 0. 0. ... 0. 0. 0.]],discuss,447
568,[[0. 0. 0. ... 0. 0. 0.]],unrelated,450
569,[[0. 0. 0. ... 0. 0. 0.]],unrelated,450
570,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],discuss,451
571,[[0.         0.         0.33333333 ... 0.         0.         0.        ]],discuss,451
572,[[0. 0. 0. ... 0. 0. 0.]],agree,454
573,[[0. 0. 0. ... 0. 0. 0.]],agree,454
574,[[0. 0. 0. ... 0. 0. 0.]],discuss,455
575,[[0. 0. 0. ... 0. 0. 0.]],discuss,455
576,[[0. 0. 0. ... 0. 0. 0.]],unrelated,456
577,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],discuss,456
578,[[0. 0. 0. ... 0. 0. 0.]],discuss,458
579,[[0. 0. 0. ... 0. 0. 0.]],agree,458
580,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],unrelated,459
581,[[0. 0. 0. ... 0. 0. 0.]],unrelated,459
582,[[0. 0. 0. ... 0. 0. 0.]],agree,460
583,[[0. 0. 0. ... 0. 0. 0.]],agree,460
584,[[0. 0. 0. ... 0. 0. 0.]],discuss,461
585,[[0. 0. 0. ... 0. 0. 0.]],agree,461
586,[[0.57735027 0.         0.         ... 0.         0.         0.        ]],discuss,462
587,[[0.33333333 0.         0.33333333 ... 0.         0.         0.        ]],discuss,462
588,[[0. 0. 0. ... 0. 0. 0.]],agree,464
589,[[0. 0. 0. ... 0. 0. 0.]],agree,464
590,[[0. 0. 0. ... 0. 0. 0.]],unrelated,465
591,[[0. 0. 0. ... 0. 0. 0.]],unrelated,465
592,[[0.30151134 0.         0.         ... 0.         0.         0.        ]],agree,466
593,[[0.30151134 0.         0.         ... 0.         0.         0.        ]],agree,466
594,[[0. 0. 0. ... 0. 0. 0.]],unrelated,467
595,[[0. 0. 0. ... 0. 0. 0.]],unrelated,467
596,[[0. 0. 0. ... 0. 0. 0.]],agree,468
597,[[0. 0. 0. ... 0. 0. 0.]],agree,468
598,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,470
599,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],unrelated,470
600,[[0. 0. 0. ... 0. 0. 0.]],unrelated,472
601,[[0. 0. 0. ... 0. 0. 0.]],unrelated,472
602,[[0. 0. 0. ... 0. 0. 0.]],agree,474
603,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,474
604,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],discuss,475
605,[[0.         0.         0.33333333 ... 0.         0.         0.        ]],discuss,475
606,[[0. 0. 0. ... 0. 0. 0.]],agree,476
607,[[0. 0. 0. ... 0. 0. 0.]],agree,476
608,[[0. 0. 0. ... 0. 0. 0.]],unrelated,477
609,[[0. 0. 0. ... 0. 0. 0.]],unrelated,477
610,[[0. 0. 0. ... 0. 0. 0.]],unrelated,478
611,[[0. 0. 0. ... 0. 0. 0.]],unrelated,478
612,[[0. 0. 0. ... 0. 0. 0.]],unrelated,480
613,[[0. 0. 0. ... 0. 0. 0.]],unrelated,480
614,[[0. 0. 0. ... 0. 0. 0.]],discuss,481
615,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,481
616,[[0. 0. 0. ... 0. 0. 0.]],discuss,482
617,[[0. 0. 0. ... 0. 0. 0.]],disagree,482
618,[[0. 0. 0. ... 0. 0. 0.]],discuss,483
619,[[0. 0. 0. ... 0. 0. 0.]],discuss,483
620,[[0. 0. 0. ... 0. 0. 0.]],discuss,484
621,[[0. 0. 0. ... 0. 0. 0.]],unrelated,484
622,[[0. 0. 0. ... 0. 0. 0.]],unrelated,487
623,[[0. 0. 0. ... 0. 0. 0.]],unrelated,487
624,[[0. 0. 0. ... 0. 0. 0.]],agree,488
625,[[0. 0. 0. ... 0. 0. 0.]],agree,488
626,[[0. 0. 0. ... 0. 0. 0.]],unrelated,490
627,[[0. 0. 0. ... 0. 0. 0.]],unrelated,490
628,[[0.33333333 0.         0.33333333 ... 0.         0.         0.        ]],unrelated,493
629,[[0. 0. 0. ... 0. 0. 0.]],unrelated,493
630,[[0.         0.28867513 0.         ... 0.         0.         0.        ]],agree,494
631,[[0.         0.28867513 0.         ... 0.         0.         0.        ]],agree,494
632,[[0. 0. 0. ... 0. 0. 0.]],discuss,495
633,[[0.57735027 0.         0.         ... 0.         0.         0.        ]],discuss,495
634,[[0. 0. 0. ... 0. 0. 0.]],agree,497
635,[[0. 0. 0. ... 0. 0. 0.]],agree,497
636,[[0. 0. 0. ... 0. 0. 0.]],unrelated,498
637,[[0. 0. 0. ... 0. 0. 0.]],unrelated,498
638,[[0. 0. 0. ... 0. 0. 0.]],unrelated,499
639,[[0. 0. 0. ... 0. 0. 0.]],unrelated,499
640,[[0. 0. 0. ... 0. 0. 0.]],unrelated,500
641,[[0. 0. 0. ... 0. 0. 0.]],unrelated,500
642,[[0. 0. 0. ... 0. 0. 0.]],agree,502
643,[[0. 0. 0. ... 0. 0. 0.]],discuss,502
644,[[0. 0. 0. ... 0. 0. 0.]],agree,503
645,[[0. 0. 0. ... 0. 0. 0.]],unrelated,503
646,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],unrelated,504
647,[[0. 0. 0. ... 0. 0. 0.]],unrelated,504
648,[[0. 0. 0. ... 0. 0. 0.]],unrelated,505
649,[[0. 0. 0. ... 0. 0. 0.]],unrelated,505
650,[[0. 0. 0. ... 0. 0. 0.]],agree,506
651,[[0. 0. 0. ... 0. 0. 0.]],agree,506
652,[[0. 0. 0. ... 0. 0. 0.]],unrelated,508
653,[[0. 0. 0. ... 0. 0. 0.]],unrelated,508
654,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],discuss,509
655,[[0. 0. 0. ... 0. 0. 0.]],discuss,509
656,[[0. 0. 0. ... 0. 0. 0.]],discuss,510
657,[[0. 0. 0. ... 0. 0. 0.]],discuss,510
658,[[0.28867513 0.         0.         ... 0.         0.         0.        ]],unrelated,511
659,[[0. 0. 0. ... 0. 0. 0.]],unrelated,511
660,[[0. 0. 0. ... 0. 0. 0.]],discuss,512
661,[[0. 0. 0. ... 0. 0. 0.]],unrelated,512
662,[[0. 0. 0. ... 0. 0. 0.]],unrelated,513
663,[[0.28867513 0.28867513 0.         ... 0.         0.         0.        ]],unrelated,513
664,[[0. 0. 0. ... 0. 0. 0.]],disagree,514
665,[[0. 0. 0. ... 0. 0. 0.]],discuss,514
666,[[0. 0. 0. ... 0. 0. 0.]],agree,515
667,[[0. 0. 0. ... 0. 0. 0.]],agree,515
668,[[0. 0. 0. ... 0. 0. 0.]],discuss,516
669,[[0. 0. 0. ... 0. 0. 0.]],unrelated,516
670,[[0.5 0.  0.  ... 0.  0.  0. ]],unrelated,518
671,[[0.31622777 0.         0.         ... 0.         0.         0.        ]],unrelated,518
672,[[0. 0. 0. ... 0. 0. 0.]],discuss,520
673,[[0.         0.30151134 0.         ... 0.         0.         0.        ]],unrelated,520
674,[[0. 0. 0. ... 0. 0. 0.]],unrelated,521
675,[[0. 0. 0. ... 0. 0. 0.]],unrelated,521
676,[[0. 0. 0. ... 0. 0. 0.]],discuss,522
677,[[0. 0. 0. ... 0. 0. 0.]],discuss,522
678,[[0. 0. 0. ... 0. 0. 0.]],discuss,523
679,[[0. 0. 0. ... 0. 0. 0.]],discuss,523
680,[[0. 0. 0. ... 0. 0. 0.]],unrelated,524
681,[[0. 0. 0. ... 0. 0. 0.]],unrelated,524
682,[[0. 0. 0. ... 0. 0. 0.]],unrelated,526
683,[[0. 0. 0. ... 0. 0. 0.]],unrelated,526
684,[[0.25819889 0.         0.         ... 0.         0.         0.        ]],unrelated,527
685,[[0.40824829 0.         0.         ... 0.         0.         0.        ]],unrelated,527
686,[[0.         0.         0.31622777 ... 0.         0.         0.        ]],unrelated,529
687,[[0. 0. 0. ... 0. 0. 0.]],unrelated,529
688,[[0. 0. 0. ... 0. 0. 0.]],unrelated,530
689,[[0. 0. 0. ... 0. 0. 0.]],unrelated,530
690,[[0. 0. 0. ... 0. 0. 0.]],unrelated,531
691,[[0. 0. 0. ... 0. 0. 0.]],unrelated,531
692,[[0. 0. 0. ... 0. 0. 0.]],unrelated,532
693,[[0. 0. 0. ... 0. 0. 0.]],unrelated,532
694,[[0. 0. 0. ... 0. 0. 0.]],unrelated,533
695,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],unrelated,533
696,[[0. 0. 0. ... 0. 0. 0.]],discuss,534
697,[[0. 0. 0. ... 0. 0. 0.]],unrelated,534
698,[[0. 0. 0. ... 0. 0. 0.]],discuss,536
699,[[0. 0. 0. ... 0. 0. 0.]],discuss,536
700,[[0. 0. 0. ... 0. 0. 0.]],discuss,537
701,[[0. 0. 0. ... 0. 0. 0.]],discuss,537
702,[[0. 0. 0. ... 0. 0. 0.]],discuss,538
703,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],discuss,538
704,[[0. 0. 0. ... 0. 0. 0.]],unrelated,539
705,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],unrelated,539
706,[[0. 0. 0. ... 0. 0. 0.]],discuss,541
707,[[0. 0. 0. ... 0. 0. 0.]],discuss,541
708,[[0. 0. 0. ... 0. 0. 0.]],unrelated,542
709,[[0. 0. 0. ... 0. 0. 0.]],unrelated,542
710,[[0. 0. 0. ... 0. 0. 0.]],agree,544
711,[[0. 0. 0. ... 0. 0. 0.]],unrelated,544
712,[[0. 0. 0. ... 0. 0. 0.]],unrelated,545
713,[[0. 0. 0. ... 0. 0. 0.]],unrelated,545
714,[[0. 0. 0. ... 0. 0. 0.]],discuss,546
715,[[0. 0. 0. ... 0. 0. 0.]],discuss,546
716,[[0. 0. 0. ... 0. 0. 0.]],agree,547
717,[[0. 0. 0. ... 0. 0. 0.]],agree,547
718,[[0. 0. 0. ... 0. 0. 0.]],unrelated,550
719,[[0. 0. 0. ... 0. 0. 0.]],unrelated,550
720,[[0. 0. 0. ... 0. 0. 0.]],unrelated,551
721,[[0. 0. 0. ... 0. 0. 0.]],unrelated,551
722,[[0. 0. 0. ... 0. 0. 0.]],agree,552
723,[[0. 0. 0. ... 0. 0. 0.]],agree,552
724,[[0. 0. 0. ... 0. 0. 0.]],agree,553
725,[[0. 0. 0. ... 0. 0. 0.]],agree,553
726,[[0. 0. 0. ... 0. 0. 0.]],unrelated,554
727,[[0. 0. 0. ... 0. 0. 0.]],unrelated,554
728,[[0. 0. 0. ... 0. 0. 0.]],disagree,555
729,[[0. 0. 0. ... 0. 0. 0.]],disagree,555
730,[[0. 0. 0. ... 0. 0. 0.]],unrelated,557
731,[[0. 0. 0. ... 0. 0. 0.]],discuss,557
732,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],unrelated,559
733,[[0.57735027 0.         0.         ... 0.         0.         0.        ]],unrelated,559
734,[[0. 0. 0. ... 0. 0. 0.]],disagree,560
735,[[0. 0. 0. ... 0. 0. 0.]],agree,560
736,[[0. 0. 0. ... 0. 0. 0.]],unrelated,562
737,[[0. 0. 0. ... 0. 0. 0.]],unrelated,562
738,[[0. 0. 0. ... 0. 0. 0.]],discuss,564
739,[[0. 0. 0. ... 0. 0. 0.]],discuss,564
740,[[0. 0. 0. ... 0. 0. 0.]],agree,565
741,[[0. 0. 0. ... 0. 0. 0.]],unrelated,565
742,[[0.30151134 0.         0.30151134 ... 0.         0.         0.        ]],discuss,567
743,[[0.33333333 0.         0.         ... 0.         0.         0.        ]],discuss,567
744,[[0.         0.         0.35355339 ... 0.         0.         0.        ]],unrelated,568
745,[[0. 0. 0. ... 0. 0. 0.]],unrelated,568
746,[[0. 0. 0. ... 0. 0. 0.]],unrelated,569
747,[[0. 0. 0. ... 0. 0. 0.]],unrelated,569
748,[[0.30151134 0.         0.         ... 0.         0.         0.        ]],unrelated,570
749,[[0. 0. 0. ... 0. 0. 0.]],unrelated,570
750,[[0. 0. 0. ... 0. 0. 0.]],unrelated,571
751,[[0. 0. 0. ... 0. 0. 0.]],unrelated,571
752,[[0. 0. 0. ... 0. 0. 0.]],unrelated,572
753,[[0.4472136 0.        0.        ... 0.        0.        0.       ]],unrelated,572
754,[[0.28867513 0.28867513 0.         ... 0.         0.         0.        ]],unrelated,573
755,[[0. 0. 0. ... 0. 0. 0.]],discuss,573
756,[[0. 0. 0. ... 0. 0. 0.]],unrelated,574
757,[[0. 0. 0. ... 0. 0. 0.]],unrelated,574
758,[[0. 0. 0. ... 0. 0. 0.]],discuss,577
759,[[0. 0. 0. ... 0. 0. 0.]],discuss,577
760,[[0. 0. 0. ... 0. 0. 0.]],unrelated,578
761,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,578
762,[[0. 0. 0. ... 0. 0. 0.]],agree,581
763,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],agree,581
764,[[0. 0. 0. ... 0. 0. 0.]],discuss,582
765,[[0. 0. 0. ... 0. 0. 0.]],discuss,582
766,[[0. 0. 0. ... 0. 0. 0.]],discuss,583
767,[[0. 0. 0. ... 0. 0. 0.]],discuss,583
768,[[0. 0. 0. ... 0. 0. 0.]],unrelated,585
769,[[0. 0. 0. ... 0. 0. 0.]],unrelated,585
770,[[0. 0. 0. ... 0. 0. 0.]],unrelated,586
771,[[0.5 0.  0.  ... 0.  0.  0. ]],unrelated,586
772,[[0. 0. 0. ... 0. 0. 0.]],agree,587
773,[[0. 0. 0. ... 0. 0. 0.]],unrelated,587
774,[[0.         0.37796447 0.         ... 0.         0.         0.        ]],agree,588
775,[[0. 0. 0. ... 0. 0. 0.]],agree,588
776,[[0. 0. 0. ... 0. 0. 0.]],discuss,589
777,[[0. 0. 0. ... 0. 0. 0.]],discuss,589
778,[[0. 0. 0. ... 0. 0. 0.]],unrelated,591
779,[[0. 0. 0. ... 0. 0. 0.]],unrelated,591
780,[[0. 0. 0. ... 0. 0. 0.]],unrelated,592
781,[[0. 0. 0. ... 0. 0. 0.]],unrelated,592
782,[[0.         0.30151134 0.30151134 ... 0.         0.         0.        ]],discuss,593
783,[[0.         0.31622777 0.         ... 0.         0.         0.        ]],discuss,593
784,[[0.         0.31622777 0.         ... 0.         0.         0.        ]],unrelated,595
785,[[0. 0. 0. ... 0. 0. 0.]],unrelated,595
786,[[0. 0. 0. ... 0. 0. 0.]],agree,598
787,[[0. 0. 0. ... 0. 0. 0.]],agree,598
788,[[0.         0.28867513 0.         ... 0.         0.         0.        ]],discuss,599
789,[[0. 0. 0. ... 0. 0. 0.]],unrelated,599
790,[[0. 0. 0. ... 0. 0. 0.]],discuss,600
791,[[0. 0. 0. ... 0. 0. 0.]],discuss,600
792,[[0. 0. 0. ... 0. 0. 0.]],unrelated,601
793,[[0. 0. 0. ... 0. 0. 0.]],unrelated,601
794,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],agree,603
795,[[0.         0.         0.35355339 ... 0.         0.         0.        ]],agree,603
796,[[0. 0. 0. ... 0. 0. 0.]],agree,604
797,[[0. 0. 0. ... 0. 0. 0.]],disagree,604
798,[[0.         0.         0.37796447 ... 0.         0.         0.        ]],unrelated,607
799,[[0. 0. 0. ... 0. 0. 0.]],unrelated,607
800,[[0. 0. 0. ... 0. 0. 0.]],unrelated,608
801,[[0. 0. 0. ... 0. 0. 0.]],discuss,608
802,[[0. 0. 0. ... 0. 0. 0.]],unrelated,609
803,[[0. 0. 0. ... 0. 0. 0.]],unrelated,609
804,[[0. 0. 0. ... 0. 0. 0.]],disagree,610
805,[[0. 0. 0. ... 0. 0. 0.]],agree,610
806,[[0. 0. 0. ... 0. 0. 0.]],discuss,611
807,[[0. 0. 0. ... 0. 0. 0.]],discuss,611
808,[[0. 0. 0. ... 0. 0. 0.]],unrelated,612
809,[[0. 0. 0. ... 0. 0. 0.]],unrelated,612
810,[[0. 0. 0. ... 0. 0. 0.]],discuss,614
811,[[0. 0. 0. ... 0. 0. 0.]],discuss,614
812,[[0. 0. 0. ... 0. 0. 0.]],unrelated,615
813,[[0. 0. 0. ... 0. 0. 0.]],unrelated,615
814,[[0. 0. 0. ... 0. 0. 0.]],discuss,616
815,[[0. 0. 0. ... 0. 0. 0.]],discuss,616
816,[[0. 0. 0. ... 0. 0. 0.]],unrelated,618
817,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],unrelated,618
818,[[0. 0. 0. ... 0. 0. 0.]],discuss,620
819,[[0. 0. 0. ... 0. 0. 0.]],agree,620
820,[[0. 0. 0. ... 0. 0. 0.]],unrelated,621
821,[[0. 0. 0. ... 0. 0. 0.]],unrelated,621
822,[[0. 0. 0. ... 0. 0. 0.]],discuss,622
823,[[0. 0. 0. ... 0. 0. 0.]],discuss,622
824,[[0. 0. 0. ... 0. 0. 0.]],agree,623
825,[[0. 0. 0. ... 0. 0. 0.]],agree,623
826,[[0. 0. 0. ... 0. 0. 0.]],agree,624
827,[[0. 0. 0. ... 0. 0. 0.]],agree,624
828,[[0. 0. 0. ... 0. 0. 0.]],discuss,625
829,[[0.33333333 0.         0.33333333 ... 0.         0.         0.        ]],unrelated,625
830,[[0. 0. 0. ... 0. 0. 0.]],unrelated,626
831,[[0. 0. 0. ... 0. 0. 0.]],unrelated,626
832,[[0. 0. 0. ... 0. 0. 0.]],discuss,628
833,[[0. 0. 0. ... 0. 0. 0.]],discuss,628
834,[[0. 0. 0. ... 0. 0. 0.]],unrelated,630
835,[[0. 0. 0. ... 0. 0. 0.]],unrelated,630
836,[[0. 0. 0. ... 0. 0. 0.]],discuss,632
837,[[0.37796447 0.         0.         ... 0.         0.         0.        ]],discuss,632
838,[[0. 0. 0. ... 0. 0. 0.]],unrelated,633
839,[[0. 0. 0. ... 0. 0. 0.]],agree,633
840,[[0. 0. 0. ... 0. 0. 0.]],unrelated,634
841,[[0. 0. 0. ... 0. 0. 0.]],unrelated,634
842,[[0.30151134 0.         0.         ... 0.         0.         0.        ]],agree,636
843,[[0.35355339 0.         0.         ... 0.         0.         0.        ]],discuss,636
844,[[0. 0. 0. ... 0. 0. 0.]],discuss,638
845,[[0. 0. 0. ... 0. 0. 0.]],agree,638
846,[[0. 0. 0. ... 0. 0. 0.]],unrelated,639
847,[[0. 0. 0. ... 0. 0. 0.]],unrelated,639
848,[[0. 0. 0. ... 0. 0. 0.]],unrelated,640
849,[[0. 0. 0. ... 0. 0. 0.]],unrelated,640
850,[[0. 0. 0. ... 0. 0. 0.]],unrelated,643
851,[[0. 0. 0. ... 0. 0. 0.]],unrelated,643
852,[[0. 0. 0. ... 0. 0. 0.]],discuss,645
853,[[0.         0.35355339 0.         ... 0.         0.         0.        ]],unrelated,645
854,[[0. 0. 0. ... 0. 0. 0.]],unrelated,646
855,[[0. 0. 0. ... 0. 0. 0.]],unrelated,646
856,[[0. 0. 0. ... 0. 0. 0.]],unrelated,648
857,[[0. 0. 0. ... 0. 0. 0.]],unrelated,648
